Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	swift
DRX021104	DRR023050	2021-08-08 13:10:53	2021-08-08 13:09:26	15144738	3059237076	15144738	202	1823		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023050	BHY187-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200394	SAMD00019994	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019994							no					UTGSFSCB-ML	DRA002514		public	E07A0DA4F6F9AFEB4EB7E14186A59E60	3246E38592E8B36BBD55F1653192301A			
DRX021105	DRR023051	2021-08-08 13:10:53	2021-08-08 13:11:37	14421218	2913086036	14421218	202	1725		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023051	BHY187-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200394	SAMD00019994	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019994							no					UTGSFSCB-ML	DRA002514		public	5863F88938EC7C4B0A60CA5F92023404	4470DE9884845BF0E037D647DC25DB16			
DRX021106	DRR023052	2021-08-08 13:10:53	2021-08-08 13:12:17	8195758	1655543116	8195758	202	988		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023052	BHY188-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200395	SAMD00019995	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019995							no					UTGSFSCB-ML	DRA002514		public	3531667BEFB88B282AE5E177839168F5	F82884AAF614B8B02C776895EFB1AE4D			
DRX021107	DRR023053	2021-08-08 13:10:53	2021-08-08 13:10:18	12529904	2531040608	12529904	202	1507		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023053	BHY188-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200395	SAMD00019995	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019995							no					UTGSFSCB-ML	DRA002514		public	0642D227562569DD67C4BA042C405CF5	2CF9FE56C6D6843AFB3D50F3B14734AA			
DRX021108	DRR023054	2021-08-08 13:10:53	2021-08-08 13:10:05	7137702	1441815804	7137702	202	855		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023054	BHY189-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200396	SAMD00019996	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019996							no					UTGSFSCB-ML	DRA002514		public	692A2AF439672C6E10E7CBB2A21376AD	83F1ACC94759D9239F303092A3740B0A			
DRX021109	DRR023055	2021-08-08 13:10:53	2021-08-08 13:09:38	6240969	1260675738	6240969	202	754		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000022/DRR023055	BHY189-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200396	SAMD00019996	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019996							no					UTGSFSCB-ML	DRA002514		public	914CCFADD20F13B359D514485B3EE649	1FCE59223D45AC73F230F80003AD531D			
DRX021110	DRR023056	2021-08-08 13:10:53	2021-08-08 13:11:28	26732510	5399967020	26732510	202	3217		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023056	BHY193-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200397	SAMD00019997	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019997							no					UTGSFSCB-ML	DRA002514		public	28E7C4D9D7901AE9961988890C293B1B	D9051AA727B47ABA5CEFD4302F8C7CFA			
DRX021111	DRR023057	2021-08-08 13:10:53	2021-08-08 13:12:45	12074885	2439126770	12074885	202	1538		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023057	BHY212-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200398	SAMD00019998	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019998							no					UTGSFSCB-ML	DRA002514		public	E87D75995A32785B3067603B1E08E4D3	E89ED5FB1946BA86661B5C0A543EAA28			
DRX021112	DRR023058	2021-08-08 13:10:53	2021-08-08 13:11:20	10215725	2063576450	10215725	202	1249		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023058	BHY212-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200398	SAMD00019998	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019998							no					UTGSFSCB-ML	DRA002514		public	7F15ACF0D91399F450DDC470489863BD	8DF0255B51858BD4434393820EC4B680			
DRX021113	DRR023059	2021-08-08 13:10:53	2021-08-08 13:11:57	20385699	4117911198	20385699	202	2593		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023059	BHY193-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200397	SAMD00019997	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019997							no					UTGSFSCB-ML	DRA002514		public	F510E0B2C0833B740E1B27C989883585	76BD412944B5AE0ECB7D458FBF6D0402			
