Experiment,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
p1k_00001,control__wt_glc__1,Control,control,wt_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00001;p1k_00002,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,SRX865357,SRR1787590,s3://precise-db/raw_data/control/MG1655-M9-glucose-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/control/MG1655-M9-glucose-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,control:wt_glc,True,True
p1k_00002,control__wt_glc__2,Control,control,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00001;p1k_00002,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,SRX865358,SRR1787591,s3://precise-db/raw_data/control/MG1655-M9-glucose-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/control/MG1655-M9-glucose-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,control:wt_glc,True,True
p1k_00003,fur__wt_dpd__1,Fur,fur,wt_dpd,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),,0.0,,,p1k_00005;p1k_00006,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,SRX469840,SRR1168135,s3://precise-db/raw_data/fur/WTDPD1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/fur/WTDPD1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,fur:wt_dpd,True,True
p1k_00004,fur__wt_dpd__2,Fur,fur,wt_dpd,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),,0.0,,,p1k_00005;p1k_00006,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,SRX469841,SRR1168136,s3://precise-db/raw_data/fur/WTDPD2_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/fur/WTDPD2_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,fur:wt_dpd,True,True
p1k_00005,fur__wt_fe__1,Fur,fur,wt_fe,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),,1.06,,,p1k_00005;p1k_00006,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,SRX469838,SRR1168133,s3://precise-db/raw_data/fur/WT-Fe2-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/fur/WT-Fe2-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,fur:wt_fe,True,True
p1k_00006,fur__wt_fe__2,Fur,fur,wt_fe,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),,1.06,,,p1k_00005;p1k_00006,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,SRX469839,SRR1168134,s3://precise-db/raw_data/fur/WT-FE2-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/fur/WT-FE2-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,fur:wt_fe,True,True
p1k_00007,fur__delfur_dpd__1,Fur,fur,delfur_dpd,1,Escherichia coli K-12 MG1655 del_fur,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),Kanamycin (50 ug/mL),0.0,,,p1k_00005;p1k_00006,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,SRX469844,SRR1168139,s3://precise-db/raw_data/fur/delfurDPD1_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/fur/delfurDPD1_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,fur:delfur_dpd,True,True
p1k_00008,fur__delfur_dpd__2,Fur,fur,delfur_dpd,2,Escherichia coli K-12 MG1655 del_fur,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),Kanamycin (50 ug/mL),0.0,,,p1k_00005;p1k_00006,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,SRX469845,SRR1168140,s3://precise-db/raw_data/fur/delfurDPD2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/fur/delfurDPD2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,fur:delfur_dpd,True,True
p1k_00009,fur__delfur_fe2__1,Fur,fur,delfur_fe2,1,Escherichia coli K-12 MG1655 del_fur,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),Kanamycin (50 ug/mL),0.62,,,p1k_00005;p1k_00006,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,SRX469842,SRR1168137,s3://precise-db/raw_data/fur/del-fur-Fe2-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/fur/del-fur-Fe2-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,fur:delfur_fe2,True,True
p1k_00010,fur__delfur_fe2__2,Fur,fur,delfur_fe2,2,Escherichia coli K-12 MG1655 del_fur,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),Kanamycin (50 ug/mL),0.62,,,p1k_00005;p1k_00006,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,SRX469843,SRR1168138,s3://precise-db/raw_data/fur/del-fur-Fe2-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/fur/del-fur-Fe2-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,fur:delfur_fe2,True,True
